Pale;Alpha;x;y;z;Lutning;L;Insp;Emodul;Gmodul;Area;Ix;kv;bx;by;kd;Le;LastId;N;Mx;My;Mmax;ZMmax;Teta;T;Vx;Vy;Vmax;ZVmax;dx;dy;dz;rx;ry;rz;krddz;δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δx(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);δy(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);Mx(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);My(z);
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;23;1125,94;0,00;0,00;54,90;0,00;0,00;0,00;74,74;39,89;84,72;0,00;15,99;8,54;9,36;0,00;0,00;0,00;0,50;15,99;12,12;8,60;5,63;3,28;1,54;0,32;-0,45;-0,87;-1,05;-1,06;-0,96;-0,81;-0,64;-0,48;-0,33;-0,21;-0,12;-0,05;0,00;0,03;0,04;0,05;0,04;0,04;0,03;0,03;0,02;0,01;0,01;0,00;8,54;6,47;4,59;3,00;1,75;0,82;0,17;-0,24;-0,47;-0,56;-0,57;-0,51;-0,43;-0,34;-0,26;-0,18;-0,11;-0,06;-0,03;0,00;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;15,42;23,37;25,99;25,12;22,19;18,29;14,17;10,30;6,96;4,26;2,21;0,74;-0,22;-0,79;-1,06;-1,12;-1,06;-0,91;-0,74;-0,56;-0,40;-0,27;-0,16;-0,08;-0,02;0,02;0,04;0,05;0,05;0,04;0,00;-28,90;-43,78;-48,69;-47,05;-41,57;-34,26;-26,54;-19,30;-13,04;-7,98;-4,13;-1,39;0,42;1,48;1,99;2,11;1,98;1,71;1,39;1,06;0,75;0,50;0,29;0,14;0,03;-0,03;-0,07;-0,09;-0,09;-0,08;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;24;1035,09;0,00;0,00;76,33;0,00;0,00;0,00;104,25;54,82;117,79;0,00;22,31;11,73;8,60;0,00;0,00;0,00;0,50;22,31;16,90;11,99;7,85;4,58;2,14;0,45;-0,62;-1,22;-1,47;-1,48;-1,34;-1,13;-0,90;-0,67;-0,47;-0,30;-0,17;-0,07;0,00;0,04;0,06;0,06;0,06;0,06;0,05;0,04;0,03;0,02;0,01;0,01;11,73;8,89;6,30;4,13;2,41;1,13;0,24;-0,33;-0,64;-0,77;-0,78;-0,71;-0,60;-0,47;-0,35;-0,24;-0,16;-0,09;-0,04;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;0,00;21,20;32,11;35,72;34,51;30,49;25,13;19,47;14,16;9,57;5,85;3,03;1,02;-0,31;-1,09;-1,46;-1,55;-1,45;-1,26;-1,02;-0,78;-0,55;-0,37;-0,22;-0,10;-0,03;0,02;0,05;0,07;0,07;0,06;0,00;-40,31;-61,07;-67,92;-65,64;-57,99;-47,80;-37,02;-26,92;-18,19;-11,13;-5,76;-1,94;0,58;2,06;2,77;2,94;2,76;2,39;1,94;1,47;1,05;0,69;0,41;0,20;0,05;-0,05;-0,10;-0,12;-0,13;-0,12;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;25;1150,86;0,00;0,00;10,84;0,00;0,00;0,00;14,66;-8,05;16,72;0,00;3,14;-1,72;9,57;0,00;0,00;0,00;0,50;3,14;2,38;1,69;1,10;0,64;0,30;0,06;-0,09;-0,17;-0,21;-0,21;-0,19;-0,16;-0,13;-0,09;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;-1,72;-1,30;-0,93;-0,61;-0,35;-0,17;-0,03;0,05;0,09;0,11;0,11;0,10;0,09;0,07;0,05;0,04;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-3,11;-4,72;-5,24;-5,07;-4,48;-3,69;-2,86;-2,08;-1,40;-0,86;-0,45;-0,15;0,04;0,16;0,21;0,23;0,21;0,18;0,15;0,11;0,08;0,05;0,03;0,02;0,00;0,00;-0,01;-0,01;-0,01;-0,01;0,00;-5,67;-8,59;-9,55;-9,23;-8,15;-6,72;-5,21;-3,79;-2,56;-1,57;-0,81;-0,27;0,08;0,29;0,39;0,41;0,39;0,34;0,27;0,21;0,15;0,10;0,06;0,03;0,01;-0,01;-0,01;-0,02;-0,02;-0,02;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;26;768,75;0,00;0,00;50,32;0,00;0,00;0,00;64,62;43,05;77,65;0,00;13,83;9,21;6,39;0,00;0,00;0,00;0,50;13,83;10,48;7,43;4,87;2,84;1,33;0,28;-0,39;-0,76;-0,91;-0,92;-0,83;-0,70;-0,56;-0,41;-0,29;-0,18;-0,10;-0,04;0,00;0,02;0,04;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;9,21;6,98;4,95;3,24;1,89;0,88;0,19;-0,26;-0,50;-0,61;-0,61;-0,56;-0,47;-0,37;-0,28;-0,19;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;16,65;25,22;28,05;27,11;23,95;19,74;15,29;11,12;7,51;4,60;2,38;0,80;-0,24;-0,85;-1,14;-1,21;-1,14;-0,99;-0,80;-0,61;-0,43;-0,29;-0,17;-0,08;-0,02;0,02;0,04;0,05;0,05;0,05;0,00;-24,99;-37,86;-42,10;-40,69;-35,94;-29,63;-22,95;-16,69;-11,28;-6,90;-3,57;-1,20;0,36;1,28;1,72;1,82;1,71;1,48;1,20;0,91;0,65;0,43;0,25;0,12;0,03;-0,03;-0,06;-0,08;-0,08;-0,07;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;27;776,31;0,00;0,00;84,95;0,00;0,00;0,00;105,90;77,29;131,10;0,00;22,66;16,54;6,45;0,00;0,00;0,00;0,50;22,66;17,17;12,18;7,97;4,65;2,18;0,46;-0,63;-1,24;-1,49;-1,50;-1,37;-1,15;-0,91;-0,68;-0,47;-0,30;-0,17;-0,07;0,00;0,04;0,06;0,07;0,06;0,06;0,05;0,04;0,03;0,02;0,01;0,01;16,54;12,53;8,89;5,82;3,39;1,59;0,34;-0,46;-0,90;-1,09;-1,10;-1,00;-0,84;-0,67;-0,50;-0,34;-0,22;-0,12;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,03;0,03;0,02;0,01;0,01;0,00;0,00;29,88;45,27;50,36;48,66;42,99;35,43;27,45;19,96;13,49;8,25;4,27;1,44;-0,43;-1,53;-2,05;-2,18;-2,05;-1,77;-1,44;-1,09;-0,78;-0,51;-0,30;-0,15;-0,04;0,03;0,07;0,09;0,09;0,09;0,00;-40,94;-62,03;-68,99;-66,67;-58,90;-48,55;-37,61;-27,35;-18,48;-11,31;-5,86;-1,97;0,59;2,10;2,82;2,99;2,81;2,43;1,97;1,50;1,07;0,71;0,42;0,20;0,05;-0,05;-0,10;-0,13;-0,13;-0,12;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;28;800,92;0,00;0,00;113,85;0,00;0,00;0,00;145,65;98,25;175,69;0,00;31,17;21,03;6,66;0,00;0,00;0,00;0,50;31,17;23,61;16,75;10,97;6,39;2,99;0,63;-0,87;-1,70;-2,05;-2,06;-1,88;-1,58;-1,26;-0,93;-0,65;-0,41;-0,23;-0,10;-0,01;0,05;0,08;0,09;0,09;0,08;0,06;0,05;0,04;0,03;0,02;0,01;21,03;15,93;11,30;7,40;4,31;2,02;0,43;-0,59;-1,15;-1,38;-1,39;-1,27;-1,07;-0,85;-0,63;-0,44;-0,28;-0,16;-0,07;0,00;0,03;0,05;0,06;0,06;0,05;0,04;0,03;0,02;0,02;0,01;0,01;0,00;37,99;57,55;64,01;61,86;54,65;45,04;34,89;25,37;17,15;10,49;5,43;1,83;-0,55;-1,94;-2,61;-2,77;-2,60;-2,25;-1,82;-1,39;-0,99;-0,65;-0,39;-0,19;-0,05;0,04;0,09;0,12;0,12;0,11;0,00;-56,31;-85,32;-94,89;-91,70;-81,01;-66,77;-51,72;-37,61;-25,42;-15,55;-8,05;-2,71;0,81;2,88;3,87;4,11;3,86;3,34;2,71;2,06;1,47;0,97;0,57;0,28;0,07;-0,07;-0,14;-0,17;-0,18;-0,16;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;29;828,39;0,00;0,00;37,29;0,00;0,00;0,00;49,19;29,86;57,54;0,00;10,53;6,39;6,89;0,00;0,00;0,00;0,50;10,53;7,97;5,66;3,70;2,16;1,01;0,21;-0,29;-0,57;-0,69;-0,70;-0,63;-0,54;-0,42;-0,32;-0,22;-0,14;-0,08;-0,03;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;6,39;4,84;3,43;2,25;1,31;0,61;0,13;-0,18;-0,35;-0,42;-0,42;-0,38;-0,32;-0,26;-0,19;-0,13;-0,08;-0,05;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;0,00;11,54;17,49;19,45;18,80;16,61;13,69;10,60;7,71;5,21;3,19;1,65;0,56;-0,17;-0,59;-0,79;-0,84;-0,79;-0,68;-0,55;-0,42;-0,30;-0,20;-0,12;-0,06;-0,01;0,01;0,03;0,04;0,04;0,03;0,00;-19,02;-28,81;-32,05;-30,97;-27,36;-22,55;-17,47;-12,70;-8,58;-5,25;-2,72;-0,91;0,27;0,97;1,31;1,39;1,30;1,13;0,91;0,70;0,50;0,33;0,19;0,09;0,02;-0,02;-0,05;-0,06;-0,06;-0,05;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;30;1141,00;0,00;0,00;15,39;0,00;0,00;0,00;23,58;-2,82;23,75;0,00;5,05;-0,60;9,48;0,00;0,00;0,00;0,50;5,05;3,82;2,71;1,78;1,03;0,48;0,10;-0,14;-0,28;-0,33;-0,33;-0,30;-0,26;-0,20;-0,15;-0,11;-0,07;-0,04;-0,02;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;-0,60;-0,46;-0,32;-0,21;-0,12;-0,06;-0,01;0,02;0,03;0,04;0,04;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-1,09;-1,65;-1,84;-1,78;-1,57;-1,29;-1,00;-0,73;-0,49;-0,30;-0,16;-0,05;0,02;0,06;0,08;0,08;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-9,12;-13,81;-15,36;-14,84;-13,11;-10,81;-8,37;-6,09;-4,11;-2,52;-1,30;-0,44;0,13;0,47;0,63;0,66;0,62;0,54;0,44;0,33;0,24;0,16;0,09;0,04;0,01;-0,01;-0,02;-0,03;-0,03;-0,03;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;31;1056,75;0,00;0,00;28,14;0,00;0,00;0,00;40,89;14,61;43,43;0,00;8,75;3,13;8,78;0,00;0,00;0,00;0,50;8,75;6,63;4,70;3,08;1,79;0,84;0,18;-0,24;-0,48;-0,58;-0,58;-0,53;-0,44;-0,35;-0,26;-0,18;-0,12;-0,06;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;3,13;2,37;1,68;1,10;0,64;0,30;0,06;-0,09;-0,17;-0,21;-0,21;-0,19;-0,16;-0,13;-0,09;-0,07;-0,04;-0,02;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;5,65;8,56;9,52;9,20;8,13;6,70;5,19;3,77;2,55;1,56;0,81;0,27;-0,08;-0,29;-0,39;-0,41;-0,39;-0,34;-0,27;-0,21;-0,15;-0,10;-0,06;-0,03;-0,01;0,01;0,01;0,02;0,02;0,02;0,00;-15,81;-23,95;-26,64;-25,75;-22,75;-18,75;-14,52;-10,56;-7,14;-4,37;-2,26;-0,76;0,23;0,81;1,09;1,15;1,08;0,94;0,76;0,58;0,41;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,05;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;32;1033,92;0,00;0,00;19,93;0,00;0,00;0,00;30,30;5,31;30,76;0,00;6,48;1,14;8,59;0,00;0,00;0,00;0,50;6,48;4,91;3,48;2,28;1,33;0,62;0,13;-0,18;-0,35;-0,43;-0,43;-0,39;-0,33;-0,26;-0,19;-0,14;-0,09;-0,05;-0,02;0,00;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,00;0,00;1,14;0,86;0,61;0,40;0,23;0,11;0,02;-0,03;-0,06;-0,07;-0,08;-0,07;-0,06;-0,05;-0,03;-0,02;-0,02;-0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,05;3,11;3,46;3,34;2,96;2,44;1,89;1,37;0,93;0,57;0,29;0,10;-0,03;-0,11;-0,14;-0,15;-0,14;-0,12;-0,10;-0,08;-0,05;-0,04;-0,02;-0,01;0,00;0,00;0,01;0,01;0,01;0,01;0,00;-11,72;-17,75;-19,74;-19,08;-16,85;-13,89;-10,76;-7,82;-5,29;-3,24;-1,68;-0,56;0,17;0,60;0,81;0,85;0,80;0,69;0,56;0,43;0,31;0,20;0,12;0,06;0,01;-0,01;-0,03;-0,04;-0,04;-0,03;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;33;798,96;0,00;0,00;38,61;0,00;0,00;0,00;54,68;23,67;59,58;0,00;11,70;5,07;6,64;0,00;0,00;0,00;0,50;11,70;8,86;6,29;4,12;2,40;1,12;0,24;-0,33;-0,64;-0,77;-0,77;-0,70;-0,59;-0,47;-0,35;-0,24;-0,16;-0,09;-0,04;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;5,07;3,84;2,72;1,78;1,04;0,49;0,10;-0,14;-0,28;-0,33;-0,34;-0,31;-0,26;-0,20;-0,15;-0,11;-0,07;-0,04;-0,02;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;9,15;13,87;15,42;14,90;13,17;10,85;8,41;6,11;4,13;2,53;1,31;0,44;-0,13;-0,47;-0,63;-0,67;-0,63;-0,54;-0,44;-0,33;-0,24;-0,16;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,03;0,00;-21,14;-32,03;-35,62;-34,42;-30,41;-25,07;-19,42;-14,12;-9,54;-5,84;-3,02;-1,02;0,30;1,08;1,45;1,54;1,45;1,25;1,02;0,77;0,55;0,36;0,21;0,10;0,03;-0,02;-0,05;-0,06;-0,07;-0,06;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;34;1132,30;0,00;0,00;14,84;0,00;0,00;0,00;22,86;-1,56;22,91;0,00;4,89;-0,33;9,41;0,00;0,00;0,00;0,50;4,89;3,71;2,63;1,72;1,00;0,47;0,10;-0,14;-0,27;-0,32;-0,32;-0,29;-0,25;-0,20;-0,15;-0,10;-0,06;-0,04;-0,02;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;-0,33;-0,25;-0,18;-0,12;-0,07;-0,03;-0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-0,60;-0,91;-1,01;-0,98;-0,87;-0,71;-0,55;-0,40;-0,27;-0,17;-0,09;-0,03;0,01;0,03;0,04;0,04;0,04;0,04;0,03;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-8,84;-13,39;-14,89;-14,39;-12,71;-10,48;-8,12;-5,90;-3,99;-2,44;-1,26;-0,42;0,13;0,45;0,61;0,64;0,61;0,52;0,42;0,32;0,23;0,15;0,09;0,04;0,01;-0,01;-0,02;-0,03;-0,03;-0,03;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;35;806,64;0,00;0,00;48,01;0,00;0,00;0,00;61,83;40,83;74,09;0,00;13,23;8,74;6,70;0,00;0,00;0,00;0,50;13,23;10,02;7,11;4,66;2,71;1,27;0,27;-0,37;-0,72;-0,87;-0,88;-0,80;-0,67;-0,53;-0,40;-0,28;-0,18;-0,10;-0,04;0,00;0,02;0,03;0,04;0,04;0,03;0,03;0,02;0,02;0,01;0,01;0,00;8,74;6,62;4,70;3,07;1,79;0,84;0,18;-0,24;-0,48;-0,57;-0,58;-0,53;-0,44;-0,35;-0,26;-0,18;-0,12;-0,06;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;0,00;15,79;23,91;26,60;25,70;22,71;18,72;14,50;10,54;7,12;4,36;2,26;0,76;-0,23;-0,81;-1,09;-1,15;-1,08;-0,94;-0,76;-0,58;-0,41;-0,27;-0,16;-0,08;-0,02;0,02;0,04;0,05;0,05;0,05;0,00;-23,91;-36,22;-40,28;-38,93;-34,39;-28,35;-21,96;-15,97;-10,79;-6,60;-3,42;-1,15;0,34;1,22;1,64;1,74;1,64;1,42;1,15;0,87;0,62;0,41;0,24;0,12;0,03;-0,03;-0,06;-0,07;-0,07;-0,07;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;36;793,94;0,00;0,00;61,61;0,00;0,00;0,00;78,54;53,58;95,08;0,00;16,81;11,47;6,60;0,00;0,00;0,00;0,50;16,81;12,73;9,03;5,91;3,45;1,61;0,34;-0,47;-0,92;-1,10;-1,11;-1,01;-0,85;-0,68;-0,50;-0,35;-0,22;-0,12;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,03;0,03;0,02;0,01;0,01;0,00;11,47;8,69;6,16;4,03;2,35;1,10;0,23;-0,32;-0,63;-0,75;-0,76;-0,69;-0,58;-0,46;-0,34;-0,24;-0,15;-0,08;-0,04;0,00;0,02;0,03;0,03;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;0,00;20,72;31,39;34,91;33,73;29,80;24,56;19,03;13,84;9,35;5,72;2,96;1,00;-0,30;-1,06;-1,42;-1,51;-1,42;-1,23;-1,00;-0,76;-0,54;-0,36;-0,21;-0,10;-0,02;0,02;0,05;0,06;0,06;0,06;0,00;-30,37;-46,01;-51,17;-49,45;-43,69;-36,01;-27,89;-20,28;-13,71;-8,39;-4,34;-1,46;0,44;1,55;2,09;2,21;2,08;1,80;1,46;1,11;0,79;0,52;0,31;0,15;0,04;-0,04;-0,08;-0,09;-0,09;-0,09;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;37;662,84;0,00;0,00;93,03;0,00;0,00;0,00;118,13;81,57;143,56;0,00;25,28;17,46;5,51;0,00;0,00;0,00;0,50;25,28;19,15;13,59;8,89;5,18;2,43;0,51;-0,70;-1,38;-1,66;-1,67;-1,52;-1,29;-1,02;-0,76;-0,53;-0,34;-0,19;-0,08;0,00;0,04;0,06;0,07;0,07;0,06;0,05;0,04;0,03;0,02;0,01;0,01;17,46;13,22;9,38;6,14;3,58;1,68;0,35;-0,49;-0,95;-1,15;-1,16;-1,05;-0,89;-0,70;-0,52;-0,36;-0,23;-0,13;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,04;0,03;0,02;0,01;0,01;0,00;0,00;31,54;47,78;53,15;51,36;45,37;37,40;28,97;21,07;14,24;8,71;4,51;1,52;-0,45;-1,61;-2,17;-2,30;-2,16;-1,87;-1,52;-1,15;-0,82;-0,54;-0,32;-0,15;-0,04;0,04;0,08;0,10;0,10;0,09;0,00;-45,67;-69,20;-76,96;-74,37;-65,70;-54,16;-41,95;-30,51;-20,62;-12,62;-6,53;-2,20;0,66;2,34;3,14;3,33;3,13;2,71;2,19;1,67;1,19;0,79;0,46;0,22;0,05;-0,05;-0,11;-0,14;-0,14;-0,13;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;38;880,93;0,00;0,00;31,67;0,00;0,00;0,00;42,81;23,57;48,87;0,00;9,16;5,04;7,32;0,00;0,00;0,00;0,50;9,16;6,94;4,92;3,22;1,88;0,88;0,19;-0,26;-0,50;-0,60;-0,61;-0,55;-0,47;-0,37;-0,27;-0,19;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,03;0,02;0,02;0,01;0,01;0,01;0,00;0,00;5,04;3,82;2,71;1,77;1,03;0,48;0,10;-0,14;-0,28;-0,33;-0,33;-0,30;-0,26;-0,20;-0,15;-0,11;-0,07;-0,04;-0,02;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;9,11;13,81;15,35;14,84;13,11;10,80;8,37;6,09;4,11;2,52;1,30;0,44;-0,13;-0,47;-0,63;-0,66;-0,62;-0,54;-0,44;-0,33;-0,24;-0,16;-0,09;-0,04;-0,01;0,01;0,02;0,03;0,03;0,03;0,00;-16,55;-25,08;-27,89;-26,95;-23,81;-19,63;-15,20;-11,06;-7,47;-4,57;-2,37;-0,80;0,24;0,85;1,14;1,21;1,13;0,98;0,80;0,61;0,43;0,29;0,17;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,05;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;39;644,54;0,00;0,00;95,60;0,00;0,00;0,00;125,47;77,59;147,53;0,00;26,85;16,60;5,36;0,00;0,00;0,00;0,50;26,85;20,34;14,43;9,45;5,51;2,58;0,54;-0,75;-1,47;-1,76;-1,78;-1,62;-1,37;-1,08;-0,80;-0,56;-0,36;-0,20;-0,08;-0,01;0,04;0,07;0,08;0,08;0,07;0,06;0,04;0,03;0,02;0,01;0,01;16,60;12,58;8,92;5,84;3,41;1,59;0,34;-0,46;-0,91;-1,09;-1,10;-1,00;-0,84;-0,67;-0,50;-0,35;-0,22;-0,12;-0,05;0,00;0,03;0,04;0,05;0,05;0,04;0,03;0,03;0,02;0,01;0,01;0,00;0,00;30,00;45,45;50,55;48,85;43,16;35,57;27,55;20,04;13,54;8,29;4,29;1,44;-0,43;-1,54;-2,06;-2,19;-2,06;-1,78;-1,44;-1,10;-0,78;-0,52;-0,31;-0,15;-0,04;0,03;0,07;0,09;0,09;0,09;0,00;-48,51;-73,50;-81,75;-78,99;-69,79;-57,52;-44,56;-32,40;-21,90;-13,40;-6,94;-2,33;0,70;2,48;3,34;3,54;3,32;2,88;2,33;1,77;1,27;0,84;0,49;0,24;0,06;-0,06;-0,12;-0,15;-0,15;-0,14;
34;180,00;11,05;0,00;0,00;4,00;30,00;False;33000000,00;12000000,00;0,1094;0,0005879;0,0000000;0,32;0,27;4615,00;2,03;40;1005,28;0,00;0,00;29,33;0,00;0,00;0,00;41,09;19,01;45,27;0,00;8,79;4,07;8,36;0,00;0,00;0,00;0,50;8,79;6,66;4,73;3,09;1,80;0,84;0,18;-0,25;-0,48;-0,58;-0,58;-0,53;-0,45;-0,35;-0,26;-0,18;-0,12;-0,07;-0,03;0,00;0,01;0,02;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;4,07;3,08;2,19;1,43;0,83;0,39;0,08;-0,11;-0,22;-0,27;-0,27;-0,25;-0,21;-0,16;-0,12;-0,08;-0,05;-0,03;-0,01;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;7,35;11,13;12,38;11,97;10,57;8,71;6,75;4,91;3,32;2,03;1,05;0,35;-0,11;-0,38;-0,51;-0,54;-0,50;-0,44;-0,35;-0,27;-0,19;-0,13;-0,07;-0,04;-0,01;0,01;0,02;0,02;0,02;0,02;0,00;-15,89;-24,07;-26,77;-25,87;-22,85;-18,84;-14,59;-10,61;-7,17;-4,39;-2,27;-0,76;0,23;0,81;1,09;1,16;1,09;0,94;0,76;0,58;0,41;0,27;0,16;0,08;0,02;-0,02;-0,04;-0,05;-0,05;-0,05;
